date,temp_max,precipitation,evapotranspiration,precip_hours,windspeed,precip_7day,precip_30day,temp_7day,evap_7day,precip_14day,evap_14day,drought_risk
2000-01-30,30.3,1.1,4.18,5.0,16.4,0.8428571428571429,1.2566666666666668,30.02857142857143,4.094285714285714,1.4,3.9564285714285714,0
2000-01-31,31.0,0.0,4.58,0.0,15.1,0.7714285714285715,1.2300000000000002,30.24285714285714,4.2057142857142855,1.2642857142857142,4.0007142857142854,0
2000-02-01,30.2,0.7,4.67,4.0,14.8,0.7999999999999999,1.0799999999999998,30.328571428571426,4.307142857142857,1.0714285714285716,4.071428571428571,0
2000-02-02,31.3,0.0,5.57,0.0,16.5,0.7714285714285714,1.0766666666666667,30.457142857142856,4.4957142857142856,0.9285714285714286,4.231428571428571,0
2000-02-03,31.7,0.0,6.07,0.0,16.0,0.7571428571428571,1.0633333333333332,30.657142857142855,4.751428571428572,0.8214285714285714,4.410714285714286,1
2000-02-04,31.2,0.0,5.37,0.0,19.4,0.7571428571428571,1.03,30.728571428571428,4.912857142857143,0.8071428571428572,4.501428571428572,1
2000-02-05,30.7,0.0,4.94,0.0,19.8,0.2571428571428572,0.9833333333333333,30.914285714285715,5.054285714285714,0.6142857142857144,4.555714285714286,1
2000-02-06,30.8,0.0,4.85,0.0,17.7,0.09999999999999999,0.9733333333333333,30.985714285714288,5.1499999999999995,0.4714285714285714,4.622142857142857,1
2000-02-07,30.5,0.0,4.81,0.0,18.0,0.09999999999999999,0.9433333333333332,30.914285714285715,5.182857142857143,0.43571428571428567,4.694285714285714,1
2000-02-08,30.8,0.0,4.83,0.0,17.3,0.0,0.9066666666666666,31.0,5.2057142857142855,0.39999999999999997,4.756428571428572,1
2000-02-09,31.4,0.0,5.16,0.0,16.9,0.0,0.9,31.014285714285712,5.147142857142858,0.3857142857142857,4.821428571428571,1
2000-02-10,32.0,0.0,5.38,0.0,21.7,0.0,0.8933333333333332,31.057142857142857,5.048571428571429,0.37857142857142856,4.8999999999999995,1
2000-02-11,31.2,0.0,5.24,0.0,17.3,0.0,0.88,31.057142857142853,5.03,0.37857142857142856,4.971428571428572,1
2000-02-12,31.9,0.0,5.34,0.0,17.3,0.0,0.8733333333333333,31.228571428571428,5.087142857142857,0.1285714285714286,5.070714285714287,1
2000-02-13,32.4,0.0,5.28,0.0,17.7,0.0,0.8133333333333332,31.457142857142856,5.148571428571429,0.049999999999999996,5.149285714285715,1
2000-02-14,32.0,0.5,5.22,1.0,19.1,0.07142857142857142,0.7366666666666666,31.67142857142857,5.207142857142857,0.08571428571428572,5.195,1
2000-02-15,32.0,0.5,5.22,1.0,19.5,0.14285714285714285,0.7099999999999999,31.842857142857145,5.2628571428571425,0.07142857142857142,5.234285714285714,1
2000-02-16,31.5,0.0,4.84,0.0,16.6,0.14285714285714285,0.6466666666666666,31.857142857142858,5.217142857142856,0.07142857142857142,5.182142857142857,1
2000-02-17,30.8,0.9,4.53,3.0,16.2,0.2714285714285714,0.5633333333333334,31.685714285714287,5.095714285714286,0.1357142857142857,5.072142857142857,1
2000-02-18,31.0,0.8,4.55,5.0,16.6,0.38571428571428573,0.5233333333333333,31.657142857142862,4.997142857142856,0.19285714285714287,5.01357142857143,1
2000-02-19,32.0,0.9,4.78,3.0,16.2,0.5142857142857143,0.5033333333333333,31.671428571428574,4.917142857142857,0.2571428571428572,5.002142857142857,1
2000-02-20,31.2,0.7,4.75,1.0,18.4,0.6142857142857142,0.52,31.5,4.841428571428572,0.3071428571428571,4.995,1
2000-02-21,30.8,0.7,4.49,2.0,16.9,0.6428571428571429,0.4533333333333333,31.32857142857143,4.7371428571428575,0.35714285714285715,4.972142857142857,1
2000-02-22,31.1,1.5,4.57,3.0,16.6,0.7857142857142857,0.4366666666666667,31.2,4.644285714285714,0.4642857142857143,4.953571428571428,1
2000-02-23,31.1,2.0,4.67,2.0,20.4,1.0714285714285714,0.4866666666666667,31.142857142857142,4.62,0.6071428571428571,4.918571428571428,1
2000-02-24,30.9,1.0,4.53,3.0,18.7,1.0857142857142856,0.5033333333333334,31.157142857142855,4.619999999999999,0.6785714285714286,4.857857142857143,1
2000-02-25,30.8,1.8,4.58,3.0,17.2,1.2285714285714284,0.5566666666666666,31.128571428571426,4.6242857142857146,0.8071428571428572,4.810714285714285,1
2000-02-26,31.3,2.4,4.57,4.0,16.0,1.4428571428571428,0.6333333333333333,31.02857142857143,4.594285714285715,0.9785714285714285,4.755714285714285,1
2000-02-27,32.1,0.0,5.21,0.0,21.6,1.342857142857143,0.6333333333333333,31.157142857142862,4.660000000000001,0.9785714285714285,4.750714285714286,1
2000-02-28,30.9,0.1,4.8,1.0,16.2,1.257142857142857,0.52,31.17142857142857,4.704285714285715,0.9500000000000001,4.720714285714286,1
2000-02-29,31.4,0.2,4.97,1.0,18.2,1.0714285714285714,0.49000000000000005,31.214285714285715,4.761428571428572,0.9285714285714286,4.702857142857143,1
2000-03-01,32.6,0.0,5.51,0.0,19.7,0.7857142857142857,0.49000000000000005,31.428571428571427,4.881428571428572,0.9285714285714286,4.750714285714286,1
2000-03-02,31.7,0.0,5.34,0.0,19.5,0.6428571428571429,0.4666666666666667,31.542857142857144,4.997142857142856,0.8642857142857142,4.808571428571428,1
2000-03-03,31.8,0.3,5.07,1.0,17.0,0.42857142857142866,0.4766666666666666,31.685714285714283,5.067142857142857,0.8285714285714286,4.845714285714286,1
